연번,기업명,영향범주,인증번호,제품군,인증제품명,자원발자국-총량,자원발자국-단위,자원발자국-제조전,자원발자국-제조,자원발자국-사용,자원발자국-폐기,탄소발자국-총량,탄소발자국-단위,탄소발자국-제조전,탄소발자국-제조,탄소발자국-사용,탄소발자국-폐기,오존층영향-총량,오존층영향-단위,오존층영향-제조전,오존층영향-제조,오존층영향-사용,오존층영향-폐기,산성비-총량,산성비-단위,산성비-제조전,산성비-제조,산성비-사용,산성비-폐기,부영양화-총량,부영양화-단위,부영양화-제조전,부영양화-제조,부영양화-사용,부영양화-폐기,광화학 스모그-총량,광화학 스모그-단위,광화학 스모그-제조전,광화학 스모그-제조,광화학 스모그-사용,광화학 스모그-폐기,물발자국-총량,물발자국-단위,물발자국-제조전,물발자국-제조,물발자국-사용,물발자국-폐기,시작,종료
56,세경산업(주),저탄소제품,2021-304,생산재,세경SPF보드 [준불연 경질 발포 플라스틱 단열재 Ⅰ종A],1.03,kgSbe/m3,0.858,0.174,,,82.2,kgCO2e/m3,52.9,29.3,,,0.0000507,kgCFC-11e/m3,0.0000506,,,,0.273,kgSO2e/m3,0.218,0.0549,,,0.0338,kgPO43-e/m3,0.0241,0.00964,,,0.22,kgC2H4e/m3,0.195,0.0247,,,1.04,m3H2Oe/m3,0.679,0.356,,,2021-08-27,2024-08-26
57,한라엔컴(ENCOM)(주),저탄소제품,2021-305,생산재,"레디믹스트콘크리트 [25-24-120, 수도권]",0.856,kgSbe/m3,0.843,0.0133,,,214,kgCO2e/m3,212,2.1,,,0.00000814,kgCFC-11e/m3,0.00000813,,,,0.316,kgSO2e/m3,0.311,0.00434,,,0.0403,kgPO43-e/m3,0.0396,0.000697,,,0.175,kgC2H4e/m3,0.175,0.0000702,,,0.778,m3H2Oe/m3,0.61,0.169,,,2021-08-27,2024-08-26
58,한라엔컴(ENCOM)(주),저탄소제품,2021-306,생산재,"레디믹스트콘크리트 [25-24-120, 충청도]",0.823,kgSbe/m3,0.807,0.0154,,,208,kgCO2e/m3,205,2.42,,,0.00000668,kgCFC-11e/m3,0.00000667,,,,0.294,kgSO2e/m3,0.289,0.00477,,,0.037,kgPO43-e/m3,0.0362,0.000797,,,0.164,kgC2H4e/m3,0.164,0.0000856,,,0.682,m3H2Oe/m3,0.527,0.155,,,2021-08-27,2024-08-26
59,한라엔컴(ENCOM)(주),저탄소제품,2021-307,생산재,"레디믹스트콘크리트 [25-24-120, 경상도]",0.801,kgSbe/m3,0.788,0.0131,,,206,kgCO2e/m3,204,2.05,,,0.00000562,kgCFC-11e/m3,0.00000561,,,,0.283,kgSO2e/m3,0.278,0.00492,,,0.0352,kgPO43-e/m3,0.0345,0.000711,,,0.157,kgC2H4e/m3,0.157,0.000117,,,0.678,m3H2Oe/m3,0.536,0.142,,,2021-08-27,2024-08-26
60,한라엔컴(ENCOM)(주),저탄소제품,2021-308,생산재,"레디믹스트콘크리트 [25-24-120, 전라도]",0.665,kgSbe/m3,0.654,0.0112,,,173,kgCO2e/m3,171,1.77,,,0.0000136,kgCFC-11e/m3,0.0000136,,,,0.378,kgSO2e/m3,0.375,0.00327,,,0.0519,kgPO43-e/m3,0.0513,0.000569,,,0.232,kgC2H4e/m3,0.232,0.0000324,,,0.811,m3H2Oe/m3,0.724,0.0879,,,2021-08-27,2024-08-26
61,한라엔컴(ENCOM)(주),환경성적,2021-309,생산재,"레디믹스트콘크리트 [25-24-120, 강원도]",0.89,kgSbe/m3,0.851,0.0387,,,222,kgCO2e/m3,216,6.09,,,0.0000079,kgCFC-11e/m3,0.00000788,,,,0.322,kgSO2e/m3,0.308,0.0137,,,0.0408,kgPO43-e/m3,0.0387,0.00207,,,0.176,kgC2H4e/m3,0.175,0.000278,,,0.789,m3H2Oe/m3,0.625,0.164,,,2021-08-27,2024-08-26
62,한라엔컴(ENCOM)(주),저탄소제품,2021-310,생산재,"레디믹스트콘크리트 [25-30-150, 수도권]",1.04,kgSbe/m3,1.06,0.0148,,,276,kgCO2e/m3,274,2.33,,,0.00000681,kgCFC-11e/m3,0.00000678,,,,0.357,kgSO2e/m3,0.354,0.00502,,,0.0434,kgPO43-e/m3,0.0422,0.000782,,,0.205,kgC2H4e/m3,0.211,0.0000926,,,0.748,m3H2Oe/m3,0.627,0.128,,,2021-08-27,2024-08-26
63,한라엔컴(ENCOM)(주),저탄소제품,2021-311,생산재,"레디믹스트콘크리트 [25-30-150, 충청도]",1.04,kgSbe/m3,1.03,0.0155,,,267,kgCO2e/m3,265,2.43,,,0.00000681,kgCFC-11e/m3,0.0000068,,,,0.357,kgSO2e/m3,0.352,0.00505,,,0.0434,kgPO43-e/m3,0.0426,0.000812,,,0.205,kgC2H4e/m3,0.205,0.0000959,,,0.748,m3H2Oe/m3,0.61,0.138,,,2021-08-27,2024-08-26
64,한라엔컴(ENCOM)(주),저탄소제품,2021-312,생산재,"레디믹스트콘크리트 [25-30-150, 경상도]",0.923,kgSbe/m3,0.911,0.0118,,,239,kgCO2e/m3,237,1.85,,,0.00000534,kgCFC-11e/m3,0.00000533,,,,0.315,kgSO2e/m3,0.311,0.00423,,,0.0382,kgPO43-e/m3,0.0376,0.000631,,,0.179,kgC2H4e/m3,0.179,0.0000905,,,0.736,m3H2Oe/m3,0.59,0.145,,,2021-08-27,2024-08-26
65,한라엔컴(ENCOM)(주),환경성적,2021-313,생산재,"레디믹스트콘크리트 [25-30-150, 전라도]",1.12,kgSbe/m3,1.11,0.0105,,,287,kgCO2e/m3,285,1.66,,,0.0000143,kgCFC-11e/m3,0.0000143,,,,0.478,kgSO2e/m3,0.475,0.00309,,,0.0617,kgPO43-e/m3,0.0611,0.000536,,,0.29,kgC2H4e/m3,0.29,0.0000317,,,0.968,m3H2Oe/m3,0.884,0.0843,,,2021-08-27,2024-08-26
66,한라엔컴(ENCOM)(주),저탄소제품,2021-314,생산재,"레디믹스트콘크리트 [25-24-150, 수도권]",0.938,kgSbe/m3,0.923,0.0143,,,240,kgCO2e/m3,238,2.25,,,0.0000068,kgCFC-11e/m3,0.00000679,,,,0.324,kgSO2e/m3,0.32,0.00479,,,0.0397,kgPO43-e/m3,0.0389,0.000754,,,0.186,kgC2H4e/m3,0.186,0.000085,,,0.73,m3H2Oe/m3,0.582,0.148,,,2021-08-27,2024-08-26
67,한라엔컴(ENCOM)(주),저탄소제품,2021-315,생산재,"레디믹스트콘크리트 [25-24-150, 충청도]",0.944,kgSbe/m3,0.93,0.0137,,,243,kgCO2e/m3,241,2.16,,,0.00000599,kgCFC-11e/m3,0.00000598,,,,0.32,kgSO2e/m3,0.316,0.00455,,,0.0387,kgPO43-e/m3,0.038,0.000724,,,0.185,kgC2H4e/m3,0.185,0.000089,,,0.669,m3H2Oe/m3,0.536,0.133,,,2021-08-27,2024-08-26
68,한라엔컴(ENCOM)(주),저탄소제품,2021-316,생산재,"레디믹스트콘크리트 [25-24-150, 경상도]",0.835,kgSbe/m3,0.822,0.0131,,,215,kgCO2e/m3,213,2.04,,,0.00000576,kgCFC-11e/m3,0.00000575,,,,0.294,kgSO2e/m3,0.289,0.00486,,,0.0363,kgPO43-e/m3,0.0356,0.000706,,,0.164,kgC2H4e/m3,0.164,0.000113,,,0.701,m3H2Oe/m3,0.556,0.145,,,2021-08-27,2024-08-26
69,한라엔컴(ENCOM)(주),저탄소제품,2021-317,생산재,"레디믹스트콘크리트 [25-24-150, 전라도]",0.839,kgSbe/m3,0.828,0.0111,,,215,kgCO2e/m3,213,1.75,,,0.0000139,kgCFC-11e/m3,0.0000139,,,,0.413,kgSO2e/m3,0.409,0.00324,,,0.0552,kgPO43-e/m3,0.0546,0.000563,,,0.25,kgC2H4e/m3,0.25,0.0000323,,,0.879,m3H2Oe/m3,0.791,0.0885,,,2021-08-27,2024-08-26
70,한라엔컴(ENCOM)(주),저탄소제품,2021-318,생산재,"레디믹스트콘크리트 [25-24-150, 강원도]",0.937,kgSbe/m3,0.906,0.0301,,,241,kgCO2e/m3,236,4.72,,,0.0000059,kgCFC-11e/m3,0.00000588,,,,0.315,kgSO2e/m3,0.304,0.0113,,,0.0379,kgPO43-e/m3,0.0362,0.00164,,,0.181,kgC2H4e/m3,0.181,0.000268,,,0.704,m3H2Oe/m3,0.557,0.147,,,2021-08-27,2024-08-26
71,한라엔컴(ENCOM)(주),저탄소제품,2021-319,생산재,"레디믹스트콘크리트 [25-27-150, 수도권]",0.98,kgSbe/m3,0.968,0.0127,,,251,kgCO2e/m3,249,2,,,0.00000691,kgCFC-11e/m3,0.00000691,,,,0.336,kgSO2e/m3,0.332,0.00443,,,0.0409,kgPO43-e/m3,0.0402,0.000678,,,0.195,kgC2H4e/m3,0.195,0.0000875,,,0.743,m3H2Oe/m3,0.608,0.135,,,2021-08-27,2024-08-26
72,한라엔컴(ENCOM)(주),저탄소제품,2021-320,생산재,"레디믹스트콘크리트 [25-27-150, 충청도]",1.02,kgSbe/m3,1,0.0147,,,261,kgCO2e/m3,259,2.32,,,0.0000066,kgCFC-11e/m3,0.00000659,,,,0.347,kgSO2e/m3,0.342,0.00482,,,0.042,kgPO43-e/m3,0.0413,0.000774,,,0.2,kgC2H4e/m3,0.2,0.0000882,,,0.725,m3H2Oe/m3,0.586,0.139,,,2021-08-27,2024-08-26
73,한라엔컴(ENCOM)(주),저탄소제품,2021-321,생산재,"레디믹스트콘크리트 [25-27-150, 경상도]",0.93,kgSbe/m3,0.917,0.0137,,,238,kgCO2e/m3,236,2.13,,,0.00000676,kgCFC-11e/m3,0.00000674,,,,0.328,kgSO2e/m3,0.323,0.00552,,,0.0406,kgPO43-e/m3,0.0398,0.000758,,,0.185,kgC2H4e/m3,0.184,0.00015,,,0.753,m3H2Oe/m3,0.61,0.142,,,2021-08-27,2024-08-26
74,한라엔컴(ENCOM)(주),저탄소제품,2021-322,생산재,"레디믹스트콘크리트 [25-27-150, 전라도]",0.956,kgSbe/m3,0.945,0.011,,,245,kgCO2e/m3,243,1.73,,,0.0000141,kgCFC-11e/m3,0.0000141,,,,0.44,kgSO2e/m3,0.437,0.00322,,,0.058,kgPO43-e/m3,0.0574,0.000559,,,0.267,kgC2H4e/m3,0.267,0.0000322,,,0.915,m3H2Oe/m3,0.838,0.0769,,,2021-08-27,2024-08-26
75,한라엔컴(ENCOM)(주),환경성적,2021-323,생산재,"레디믹스트콘크리트 [25-27-150, 강원도]",1.11,kgSbe/m3,1.07,0.0379,,,286,kgCO2e/m3,280,5.96,,,0.00000631,kgCFC-11e/m3,0.00000629,,,,0.365,kgSO2e/m3,0.352,0.0134,,,0.0433,kgPO43-e/m3,0.0413,0.00203,,,0.212,kgC2H4e/m3,0.212,0.000277,,,0.791,m3H2Oe/m3,0.633,0.158,,,2021-08-27,2024-08-26
76,아세아시멘트(주),환경성적,2021-324,생산재,아세아몰탈 (일반미장용)[40kg],0.0358,kgSbe/개,0.0309,0.00484,,,8.28,kgCO2e/개,7.4,0.875,,,0.00000033,kgCFC-11e/개,0.000000329,,,,0.014,kgSO2e/개,0.012,0.00198,,,0.00233,kgPO43-e/개,0.00205,0.000279,,,0.0106,kgC2H4e/개,0.00644,0.00414,,,0.0257,m3H2Oe/개,0.0237,0.00194,,,2021-08-27,2024-08-26
77,아세아시멘트(주),환경성적,2021-327,생산재,아세아몰탈 (고강도바닥용),0.00109,kgSbe/kg,0.000977,0.000115,,,0.266,kgCO2e/kg,0.245,0.0209,,,,kgCFC-11e/kg,,,,,0.000386,kgSO2e/kg,0.000338,0.0000475,,,0.0000477,kgPO43-e/kg,0.000041,0.00000667,,,0.000306,kgC2H4e/kg,0.000205,0.000102,,,0.000611,m3H2Oe/kg,0.00057,0.0000407,,,2021-08-27,2024-08-26
78,(주)수달코리아,환경성적,2021-333,생산재,에코씰4000 카트리지형[300ml],0.00376,kgSbe/개,0.00349,0.000277,,,0.951,kgCO2e/개,0.906,0.0455,,,0.0000174,kgCFC-11e/개,0.0000174,,,,0.000844,kgSO2e/개,0.000763,0.0000818,,,0.000129,kgPO43-e/개,0.000112,0.0000168,,,0.000222,kgC2H4e/개,0.000218,0.00000384,,,0.0165,m3H2Oe/개,0.016,0.000504,,,2021-10-05,2024-10-04
79,(주)수달코리아,환경성적,2021-334,생산재,에코씰200s 카트리지형[300ml],0.00323,kgSbe/개,0.00294,0.00029,,,1.41,kgCO2e/개,1.37,0.0476,,,0.0000201,kgCFC-11e/개,0.0000201,,,,0.000679,kgSO2e/개,0.000593,0.000086,,,0.0000995,kgPO43-e/개,0.0000818,0.0000177,,,0.00022,kgC2H4e/개,0.000216,0.00000424,,,0.0141,m3H2Oe/개,0.0135,0.000525,,,2021-10-05,2024-10-04
80,(주)수달코리아,환경성적,2021-335,생산재,에코씰600 카트리지형[280ml],0.00288,kgSbe/개,0.00262,0.00026,,,0.872,kgCO2e/개,0.83,0.0427,,,0.0000165,kgCFC-11e/개,0.0000165,,,,0.000412,kgSO2e/개,0.000335,0.0000769,,,0.0000794,kgPO43-e/개,0.0000635,0.0000158,,,0.000192,kgC2H4e/개,0.000189,0.00000371,,,0.00501,m3H2Oe/개,0.00454,0.000471,,,2021-10-05,2024-10-04
81,(주)수달코리아,환경성적,2021-336,생산재,에코씰800 카트리지형[300ml],0.00368,kgSbe/개,0.00341,0.000273,,,0.994,kgCO2e/개,0.949,0.0448,,,0.0000174,kgCFC-11e/개,0.0000174,,,,0.000821,kgSO2e/개,0.000741,0.0000807,,,0.000125,kgPO43-e/개,0.000108,0.0000166,,,0.00022,kgC2H4e/개,0.000216,0.00000388,,,0.0155,m3H2Oe/개,0.015,0.000496,,,2021-10-05,2024-10-04
82,(주)수달코리아,환경성적,2021-337,생산재,에코씰바이오 카트리지형[270ml],0.00229,kgSbe/개,0.0021,0.000192,,,0.859,kgCO2e/개,0.828,0.0316,,,0.00000974,kgCFC-11e/개,0.00000973,,,,0.000267,kgSO2e/개,0.00021,0.000057,,,0.0000506,kgPO43-e/개,0.0000388,0.0000118,,,0.000181,kgC2H4e/개,0.000178,0.00000279,,,0.014,m3H2Oe/개,0.0137,0.000346,,,2021-10-05,2024-10-04
83,(주)수달코리아,환경성적,2021-339,생산재,에코씰6000 소세지형[500ml],0.0024,kgSbe/개,0.00199,0.000406,,,1.5,kgCO2e/개,1.43,0.0667,,,0.0000244,kgCFC-11e/개,0.0000244,,,,0.000603,kgSO2e/개,0.000483,0.00012,,,0.000111,kgPO43-e/개,0.0000867,0.0000247,,,0.000115,kgC2H4e/개,0.00011,0.00000558,,,0.016,m3H2Oe/개,0.0152,0.000736,,,2021-10-05,2024-10-04
84,(주)수달코리아,환경성적,2021-340,생산재,에코씰505 소세지형[500ml],0.00225,kgSbe/개,0.0018,0.000448,,,1.44,kgCO2e/개,1.37,0.0734,,,0.0000273,kgCFC-11e/개,0.0000272,,,,0.000536,kgSO2e/개,0.000404,0.000132,,,0.000105,kgPO43-e/개,0.0000777,0.0000271,,,0.000113,kgC2H4e/개,0.000107,0.00000612,,,0.0166,m3H2Oe/개,0.0158,0.000816,,,2021-10-05,2024-10-04
85,(주)수달코리아,환경성적,2021-341,생산재,에코씰900 소세지형[500ml],0.00294,kgSbe/개,0.00248,0.000458,,,1.37,kgCO2e/개,1.3,0.0753,,,0.0000291,kgCFC-11e/개,0.0000291,0.000000015,,,0.000689,kgSO2e/개,0.000553,0.000135,,,0.00013,kgPO43-e/개,0.000103,0.0000279,,,0.000148,kgC2H4e/개,0.000142,0.00000638,,,0.0165,m3H2Oe/개,0.0156,0.000831,,,2021-10-05,2024-10-04
86,(주)수달코리아,환경성적,2021-342,생산재,우레씰 500N 주제 페일형[2kg],0.0801,kgSbe/개,0.0797,0.000373,,,10.1,kgCO2e/개,10,0.0589,,,0.00022,kgCFC-11e/개,0.000202,0.0000181,,,0.0366,kgSO2e/개,0.0365,0.0000819,,,0.0106,kgPO43-e/개,0.0106,0.0000182,,,0.0103,kgC2H4e/개,0.0103,0.0000237,,,0.113,m3H2Oe/개,0.112,0.000655,,,2021-10-05,2024-10-04
87,(주)수달코리아,환경성적,2021-343,생산재,우레씰 500N 경화제 페일형[10kg],0.165,kgSbe/개,0.158,0.00666,,,17.7,kgCO2e/개,16.6,1.1,,,0.000879,kgCFC-11e/개,0.000879,0.000000216,,,0.042,kgSO2e/개,0.0401,0.00197,,,1.6,kgPO43-e/개,1.6,0.000407,,,0.0189,kgC2H4e/개,0.0188,0.0000942,,,0.873,m3H2Oe/개,0.861,0.0121,,,2021-10-05,2024-10-04
88,해태에이치티비(주),환경성적,2021-344,비내구재,강원 평창수 PET 500mL,0.00231,kgSbe/개,0.00215,0.000154,,0.00000289,0.0834,kgCO2e/개,0.0536,0.0243,,0.00546,0.0000291,kgCFC-11e/개,0.000000184,0.0000289,,,0.000377,kgSO2e/개,0.000361,0.0000124,,0.00000349,0.0000773,kgPO43-e/개,0.000054,0.00000707,,0.0000163,0.000673,kgC2H4e/개,0.000635,0.0000373,,0.000000815,0.00176,m3H2Oe/개,0.00155,0.000207,,0.00000235,2021-10-05,2024-10-04
89,주식회사 엘엑스하우시스,저탄소제품,2021-345,생산재,"LGM600(무기질 황산칼슘 ACC)[600X600X25T, SP형]",0.0319,kgSbe/개,0.0134,0.0185,,,9.77,kgCO2e/개,6.73,3.04,,,0.00358,kgCFC-11e/개,0.00218,0.0014,,,0.0167,kgSO2e/개,0.00711,0.00962,,,0.00417,kgPO43-e/개,0.00222,0.00195,,,0.00802,kgC2H4e/개,0.00487,0.00315,,,0.0516,m3H2Oe/개,0.0449,0.00674,,,2021-10-05,2024-10-04
90,주식회사 엘엑스하우시스,저탄소제품,2021-346,생산재,"LGC500(스틸콘 OA)[500X500X28T, R형]",0.0282,kgSbe/개,0.0165,0.0117,,,13.6,kgCO2e/개,11.8,1.83,,,0.000955,kgCFC-11e/개,0.000148,0.000807,,,0.0206,kgSO2e/개,0.0135,0.0071,,,0.0041,kgPO43-e/개,0.00258,0.00152,,,0.0053,kgC2H4e/개,0.00368,0.00162,,,0.0738,m3H2Oe/개,0.0683,0.00547,,,2021-10-05,2024-10-04
91,주식회사 엘엑스하우시스,저탄소제품,2021-347,생산재,"LGC600(스틸콘 ACC)[600X600X32T, R형]",0.0351,kgSbe/개,0.023,0.0121,,,17.6,kgCO2e/개,15.7,1.91,,,0.00135,kgCFC-11e/개,0.000215,0.00113,,,0.0247,kgSO2e/개,0.0179,0.00679,,,0.00492,kgPO43-e/개,0.00342,0.0015,,,0.00688,kgC2H4e/개,0.00479,0.00209,,,0.0936,m3H2Oe/개,0.0876,0.006,,,2021-10-05,2024-10-04
92,주식회사 엘엑스하우시스,저탄소제품,2021-348,생산재,"LGM500E(무기질 황산칼슘 GI OA)[500X500X20T, SP형]",0.0234,kgSbe/개,0.00731,0.0161,,,5.89,kgCO2e/개,3.25,2.65,,,0.00204,kgCFC-11e/개,0.00128,0.000758,,,0.0125,kgSO2e/개,0.00348,0.00901,,,0.00285,kgPO43-e/개,0.0011,0.00174,,,0.00482,kgC2H4e/개,0.00266,0.00216,,,0.0271,m3H2Oe/개,0.0219,0.0052,,,2021-10-05,2024-10-04
93,주식회사 엘엑스하우시스,저탄소제품,2021-349,생산재,"LGM600H(무기질 황산칼슘 GI ACC)[600X600X25T, SP형]",0.0309,kgSbe/개,0.013,0.0179,,,8.47,kgCO2e/개,5.53,2.94,,,0.00337,kgCFC-11e/개,0.00207,0.0013,,,0.0153,kgSO2e/개,0.00595,0.00935,,,0.00374,kgPO43-e/개,0.00186,0.00189,,,0.00724,kgC2H4e/개,0.00426,0.00298,,,0.0411,m3H2Oe/개,0.0346,0.00652,,,2021-10-05,2024-10-04
94,대한폴리텍(주),저탄소제품,2021-350,생산재,경질폴리우레탄폼단열재 [2종 2호],1.46,kgSbe/m3,1.41,0.0524,,,174,kgCO2e/m3,161,12.9,,,0.00455,kgCFC-11e/m3,0.00455,0.000000137,,,0.786,kgSO2e/m3,0.77,0.0164,,,0.389,kgPO43-e/m3,0.385,0.00393,,,0.611,kgC2H4e/m3,0.22,0.391,,,2.58,m3H2Oe/m3,2.5,0.0854,,,2021-10-05,2024-10-04
95,대한폴리텍(주),저탄소제품,2021-351,생산재,"경질폴리우레탄폼단열재 [준불연, 2종]",1.66,kgSbe/m3,1.61,0.0531,,,194,kgCO2e/m3,181,13,,,0.00504,kgCFC-11e/m3,0.00504,0.000000137,,,0.882,kgSO2e/m3,0.866,0.0166,,,0.414,kgPO43-e/m3,0.41,0.00396,,,1.76,kgC2H4e/m3,0.253,1.51,,,2.7,m3H2Oe/m3,2.61,0.0867,,,2021-10-05,2024-10-04
96,서진레미콘 주식회사,저탄소제품,2021-352,생산재,"레디믹스트 콘크리트[25-21-150, 강원도]",0.912,kgSbe/m3,0.892,0.0198,,,242,kgCO2e/m3,239,3.13,,,0.00825,kgCFC-11e/m3,0.00825,,,,0.26,kgSO2e/m3,0.255,0.00554,,,0.0298,kgPO43-e/m3,0.0288,0.000996,,,0.169,kgC2H4e/m3,0.169,0.00004,,,0.598,m3H2Oe/m3,0.428,0.17,,,2021-10-05,2024-10-04
97,유진기업(주),환경성적,2021-355,생산재,"레디믹스트 콘크리트[25-24-150, 충청도]",1.05,kgSbe/m3,1.04,0.00949,,,276,kgCO2e/m3,274,1.5,,,0.0181,kgCFC-11e/m3,0.0181,0.00000111,,,0.289,kgSO2e/m3,0.285,0.00323,,,0.0341,kgPO43-e/m3,0.0336,0.000505,,,0.202,kgC2H4e/m3,0.202,0.0000671,,,0.565,m3H2Oe/m3,0.478,0.0872,,,2021-10-05,2024-10-04
98,덕원산업(주),저탄소제품,2021-357,생산재,"레디믹스트 콘크리트[25-27-150, 수도권]",1.14,kgSbe/m3,1.13,0.00945,,,296,kgCO2e/m3,295,1.48,,,0.0269,kgCFC-11e/m3,0.0269,,,,0.306,kgSO2e/m3,0.302,0.00383,,,0.0372,kgPO43-e/m3,0.0366,0.000527,,,0.225,kgC2H4e/m3,0.225,0.000103,,,0.632,m3H2Oe/m3,0.539,0.0925,,,2021-10-05,2024-10-04
99,성진씨엠(주),환경성적,2021-358,생산재,"레디믹스트 콘크리트[25-24-150,경상도]",0.82,kgSbe/m3,0.807,0.0135,,,230,kgCO2e/m3,228,2.12,,,0.0854,kgCFC-11e/m3,0.0854,0.00000395,,,0.283,kgSO2e/m3,0.278,0.00532,,,0.0545,kgPO43-e/m3,0.0538,0.000746,,,0.134,kgC2H4e/m3,0.133,0.000139,,,0.584,m3H2Oe/m3,0.424,0.16,,,2021-10-05,2024-10-04
100,성진씨엠(주),환경성적,2021-359,생산재,"레디믹스트 콘크리트[25-21-150,경상도]",0.882,kgSbe/m3,0.869,0.0133,,,242,kgCO2e/m3,240,2.09,,,0.0717,kgCFC-11e/m3,0.0717,0.00000395,,,0.315,kgSO2e/m3,0.31,0.00515,,,0.0555,kgPO43-e/m3,0.0547,0.000732,,,0.153,kgC2H4e/m3,0.153,0.000131,,,0.602,m3H2Oe/m3,0.444,0.158,,,2021-10-05,2024-10-04
101,성진씨엠(주),환경성적,2021-360,생산재,"레디믹스트 콘크리트[25-27-150,경상도]",0.908,kgSbe/m3,0.895,0.0126,,,253,kgCO2e/m3,251,1.98,,,0.0836,kgCFC-11e/m3,0.0836,0.00000395,,,0.318,kgSO2e/m3,0.314,0.00451,,,0.0584,kgPO43-e/m3,0.0577,0.000678,,,0.15,kgC2H4e/m3,0.15,0.0000975,,,0.608,m3H2Oe/m3,0.453,0.155,,,2021-10-05,2024-10-04
102,성진씨엠(주),환경성적,2021-361,생산재,"레디믹스트 콘크리트[25-30-150,경상도]",0.971,kgSbe/m3,0.957,0.0138,,,270,kgCO2e/m3,268,2.16,,,0.0842,kgCFC-11e/m3,0.0842,0.00000395,,,0.325,kgSO2e/m3,0.319,0.00525,,,0.0581,kgPO43-e/m3,0.0574,0.000754,,,0.162,kgC2H4e/m3,0.162,0.000129,,,0.619,m3H2Oe/m3,0.473,0.146,,,2021-10-05,2024-10-04
103,성진씨엠(주),환경성적,2021-362,생산재,"레디믹스트 콘크리트[25-35-150,경상도]",0.926,kgSbe/m3,0.913,0.0126,,,268,kgCO2e/m3,266,1.98,,,0.111,kgCFC-11e/m3,0.111,0.00000395,,,0.281,kgSO2e/m3,0.277,0.00462,,,0.0577,kgPO43-e/m3,0.057,0.000683,,,0.139,kgC2H4e/m3,0.139,0.000104,,,0.579,m3H2Oe/m3,0.458,0.121,,,2021-10-05,2024-10-04
104,주식회사 이비아이,저탄소제품,2021-363,생산재,이비아이 경질우레탄폼보드 2종2호,1,kgSbe/m3,0.952,0.0524,,,121,kgCO2e/m3,112,8.78,,,0.000018,kgCFC-11e/m3,0.000018,,,,0.544,kgSO2e/m3,0.527,0.0163,,,0.285,kgPO43-e/m3,0.282,0.00288,,,0.17,kgC2H4e/m3,0.17,0.0000843,,,0.463,m3H2Oe/m3,0.356,0.107,,,2021-10-05,2024-10-04
105,금호석유화학(주),저탄소제품,2021-364,생산재,Hugreen 랩핑 프로파일,0.0159,kgSbe/kg,0.0137,0.00221,,,1.37,kgCO2e/kg,1.02,0.35,,,0.0000756,kgCFC-11e/kg,0.0000747,0.000000882,,,0.00278,kgSO2e/kg,0.00219,0.000592,,,0.000693,kgPO43-e/kg,0.000583,0.00011,,,0.00646,kgC2H4e/kg,0.00161,0.00485,,,0.00881,m3H2Oe/kg,0.00368,0.00513,,,2021-10-05,2024-10-04
106,(주)도현레미콘_(안성사업장),저탄소제품,2021-368,생산재,"레디믹스트 콘크리트 [25-21-150, 수도권]",0.526,kgSbe/m3,0.516,0.00984,,,177,kgCO2e/m3,176,1.55,,,0.00998,kgCFC-11e/m3,0.00998,,,,0.255,kgSO2e/m3,0.251,0.00314,,,0.0453,kgPO43-e/m3,0.0447,0.000512,,,0.0501,kgC2H4e/m3,0.05,0.0000472,,,0.353,m3H2Oe/m3,0.267,0.0859,,,2021-10-05,2024-10-04
107,(주)도현레미콘_(안성사업장),저탄소제품,2021-369,생산재,"레디믹스트 콘크리트 [25-24-150, 수도권]",0.591,kgSbe/m3,0.58,0.0108,,,202,kgCO2e/m3,200,1.7,,,0.0108,kgCFC-11e/m3,0.0108,,,,0.272,kgSO2e/m3,0.269,0.00339,,,0.0482,kgPO43-e/m3,0.0476,0.000558,,,0.0529,kgC2H4e/m3,0.0529,0.0000483,,,0.382,m3H2Oe/m3,0.292,0.0899,,,2021-10-05,2024-10-04
108,(주)도현레미콘_(안성사업장),저탄소제품,2021-370,생산재,"레디믹스트 콘크리트 [25-27-150, 수도권]",0.65,kgSbe/m3,0.642,0.00786,,,224,kgCO2e/m3,223,1.24,,,0.0116,kgCFC-11e/m3,0.0116,,,,0.288,kgSO2e/m3,0.286,0.00261,,,0.0508,kgPO43-e/m3,0.0504,0.000413,,,0.0555,kgC2H4e/m3,0.0555,0.000045,,,0.434,m3H2Oe/m3,0.334,0.1,,,2021-10-05,2024-10-04
109,(주)모헨즈,저탄소제품,2021-375,생산재,"레디믹스트 콘크리트[25-21-150, 충청도]",0.842,kgSbe/m3,0.83,0.0117,,,219,kgCO2e/m3,218,1.85,,,0.0181,kgCFC-11e/m3,0.0181,,,,0.23,kgSO2e/m3,0.226,0.00411,,,0.0281,kgPO43-e/m3,0.0275,0.000626,,,0.164,kgC2H4e/m3,0.164,0.0000823,,,0.526,m3H2Oe/m3,0.426,0.1,,,2021-10-05,2024-10-04
